GLOTTOCODE;Name;ISOCODE
ghan1245;Ghandruk Sign Language;gds
ghan1246;Ghanongga-Lungga;
ghan1247;Ghanaian English;
ghar1239;Ghari;gri
ghar1240;Ghardaia Sign Language;
ghat1238;Ghati;
ghat1242;Ghat;
ghay1237;Ghayavi;bmk
gheb1234;Ghebi;
gheg1238;Gheg Albanian;aln
gher1238;Ghera;ghr
gher1240;Ghera-Gurgula;
ghil1238;Ghilzai;
ghin1238;Ghini;
ghod1238;Godoberi;gdo
ghol1238;Ghol;
ghom1247;Ghomálá';bbj
ghom1248;Ghomálá North;
ghom1249;Ghomálá South;
ghom1250;Ghomálá Central;
ghom1257;Ghomara;gho
ghon1237;Ghone;
ghot1243;Ghotuo;aaa
ghud1238;Ghudavan;
ghuj1238;Ghujulan;
ghul1238;Uncunwee;ghl
ghun1234;Ghund Valley;
ghus1238;Ghusbanggi;
gian1240;Giang;
gian1241;Giangan;bgi
giay1234;Giay;
giba1240;Gibanawa;gib
giba1246;Gibaio;
giba1247;Gibario;
gich1238;Gichugu;
gida1240;Gidabal;
gida1247;Gidar;gid
gida1248;Gidang'oodiga of Simhha;
gido1236;Gidole-Bussa;
gifu1238;Gifu-Aichi;
giga1238;Gigatl;
giim1238;Giimbiyu;
giiw1236;Giiwo;kks
giko1238;Gikolodjya;
giky1238;Gikyode;acd
giky1239;Gikyode-Ginyanga;
giky1241;Gikyode-Foodo;
gila1241;Gilaki;glk
gila1242;Gilaki-Rudbari;
gilb1242;Gilbagala;
gilb1243;Gil Bagale;
gilb1244;Gilbertese;gil
gile1238;Gilempla;
gilg1242;Gilgiti;
gilg1243;Gilgit;
gili1241;Gilima;gix
gili1242;Gilika;
gili1246;Gili;
gily1242;Amur Nivkh;niv
gimb1238;Gimba;
gimi1242;Gimi (West New Britain);gip
gimi1243;Gimi (Eastern Highlands);gim
gimm1241;Gimme;kmp
gimn1238;Gimnime;gmn
gims1238;Gimsbok Nama;
gina1239;Ginaourou;
gina1240;Gina–Assuan;
gind1234;Gindoo;
ging1241;Gingwak;jgk
ging1242;Nharo;
ginu1240;Ginuman;gnm
giny1241;Ginyanga;ayg
giny1242;Ginyamunyinganyi;
gion1237;Gion;
gira1246;Girango;
gira1247;Girawa;bbr
gira1248;Gira-Neko-Nekgini;
girg1241;Girga (Assangori);
girg1242;Girga;
giri1243;Giripari;
giri1244;Giribam;
giri1245;Girirra;gii
girr1240;Girramy;
girw1238;Girwana;
giry1241;Giryama;nyf
gisa1238;Gisamjanga;
gise1241;Giseda;
gise1242;Gisème;
gito1238;Gitonga;toh
gito1239;Gitonga Gy Khogani;
gits1238;Gitsken;
gitu1237;Gitua;ggt
gitx1241;Gitxsan;git
giya1234;Giya;
giyu1238;Giyug;giy
giza1238;Gizay;
gize1234;Gizey;
gizi1238;Liberian Gizima;
gizi1243;Giziga;
gizr1240;Gizrra;tof
gjun1238;Gjunej;
glar1241;Glaro-Twabo;glr
glar1242;Glaro;
glav1244;Glavda;glw
glaw1238;Glawlo;
gleb1238;Glebo;
glib1238;Glibe;
glij1238;Gliji;
glio1241;Glio-Oubi;oub
glob1238;Globo;
glob1239;Global French;
glob1241;Global Dutch;
glob1242;Global South Bavarian;
glob1243;Global German;
gnau1240;Gnau;gnu
gnoo1238;Gnoore;
goah1234;Goa Hindu Konkani;
goam1234;Goam;
goan1235;Goan Konkani;gom
goar1239;Goaria;gig
goba1245;Gobato;
goba1246;Gobasi;goi
gobe1239;Gobeze;
gobi1238;Gobirawa;
gobu1238;Gobu;gox
godd1237;Godda;
godi1239;Godié;god
godw1241;Godwari;gdx
godw1242;Godwani;
goem1240;Goemai;ank
goer1238;Goerees;
gofa1235;Gofa;gof
gogo1263;Gogo;gog
gogo1264;Gogodalic;
gogo1265;Gogodala;ggw
gohi1234;Gohing;
goia1237;Goiala;
goid1240;Goidelic;
goil1242;Goilalan;
goja1238;Gojal;
goka1239;Gokana;gkn
gokk1238;Gok;
gokl1239;Goklen;
gola1244;Golari;
gola1254;Golar (Austroasiatic);
gola1255;Gola;gol
gola1256;Gola (Nigeria);
gola1259;Golar;
goli1246;Golinic;
goli1247;Golin;gvf
goll1238;Gol;
goll1242;Gollango;
golo1234;Golo;
golp1234;Golpa;lja
golu1238;Golumala;
gomb1248;Gombe;
gomb1249;Gombe (Sena);
gomb1250;Gombo;
gomb1251;Gomboro;
gomi1239;Gomia;
gomm1238;Kompana;
gomn1238;Beiya;
gona1234;Gonabadi;
gond1265;Gondi;
gone1237;Gone Dau;goo
gong1240;Gonge;
gong1251;Gongduk;goe
gong1252;Gongla;
gong1254;Gongon Lobi;
gong1255;Ta-Ne-Omotic;
gong1256;Kefoid;
gonj1241;Gonja;gjn
gonj1242;Gonja-Dompo;
gono1238;Gono;
gons1237;Gonsomon;
gooa1234;Goo;
goom1239;Goom;
goon1238;Gooniyandi;gni
gora1259;Gorawati;
gora1260;Gorakhpuri;
gora1261;Gorap;goq
gora1262;Gorakor;goc
gora1263;Goram Laut;
gora1264;Gora;
gora1265;Gorau;
gora1266;Gora-Bomahouji;
gora1267;Gorani;
gora1268;Gora (Serbian-Macedonian);
gora1269;Goras;
gorb1238;Gorbo;
gore1234;Gore;
gore1235;Goreng;xgg
gorg1241;Gorgani Persian;
gori1239;Gori;
gork1241;Gorkhali;
gork1242;Gorkha Gurung;
gorm1238;Gorminang;
goro1256;Gorongosa;
goro1257;Gorontalo-Mongondow;
goro1259;Gorontalo;gor
goro1260;Gorontalo Kota;
goro1261;Gorovu;grq
goro1270;Gorowa;gow
goro1271;Gorose;
goro1272;Goroka;
goro1273;Gorontalic;
goro1274;Goron;
gorr1238;Gor;gqr
gosh1237;Gosho;
gosi1242;Gosiute;
gota1234;Götamål;
goth1244;Gothic;got
gott1234;Gottscheerisch;
gott1235;Göttingen-Grubenhagensch;
goua1238;Gouande;
goui1239;Gouindougouba;
gouk1234;Goukou Qiang;
goul1238;Goula;
goul1242;Goulfey;
goul1243;Inland Bua;
goul1244;Goulaic;
goun1238;Goundo;goy
gour1242;Gourmantche;
gour1243;Gourmanchéma;gux
gour1247;Gourara;
gour1248;Gourmantche-Moba;
gova1250;Govari of Seoni;
gova1251;Govari;
gova1253;Gova;
gove1240;Govera;
gove1241;Governor Generoso Manobo;
govo1238;Govoro;
gowa1239;Gowa;
gowl1241;Gowli;gok
gowl1242;Gowlan;goj
gowr1239;Gowro;gwf
goza1238;Alamuti;goz
gozo1238;Gozo;
grae1234;Graeco-Phrygian;
gram1239;Sanu-Gramsena;
gran1245;Grangali;nli
gran1246;Grand Valley Dani;
gras1239;Grassland Mari;
gras1249;Grass Koiari;kbk
grau1238;Graubenden-Grisons;
grea1241;Great Andamanese;
grea1267;Great Nicobar;
grea1268;Greater Sedang;
grea1271;Greater Kabardian;
grea1275;Greater Awyu;
grea1276;Greater Quichean;
grea1277;Greater Mamean;
grea1281;Western Kabyle;
grea1282;Greater Maric;
grea1283;Greater Barito linkage;
grea1284;Greater Central Philippine;
grea1285;Greater Yakkha;
grea1287;Greater Luyana;
grea1288;Ndasaic;
grea1289;Great Lakes Bantu;
grea1291;Greater Luyia;
grea1292;Greater Lalo;
grea1293;Greater Dusunic;
grea1294;Greater Murutic;
grea1295;Greater Chuanqiandian;
grea1296;Greater Zenatic;
grea1297;Greater West Sogeram;
grea1298;Greater Northern Adelbert;
grea1299;Greater Eastern Celebic;
grea1300;Greater Western Kru;
greb1256;Liberian Grebo;grb
greb1257;Grebo;
greb1258;Grebo-Aizi;
gree1271;Greek Sign Language;gss
gree1276;Greek;
gree1277;Pyrgos-Peloponnese Romani;
gree1278;Hagei Gelao;giq
gree1280;Greenlandic Inuit;
grek1238;Kalpazea-Filipidzía-Xandurja;
gren1245;Grenada-Mendoza;
gren1247;Grenadian Creole English;gcl
gren1248;Grenada-Tobago Creole;
gres1240;Gresi;grs
gres1241;Gresi-Kemtuik;
grif1237;Griffin Point;
grik1245;Grik;
grog1237;Grogo;
grom1238;Groma;gro
gron1242;Gronings;gos
gron1243;Groningen-East Frisian;
gros1243;Gros Ventre;ats
grus1239;Grusi;
gser1234;gSerkhu;
gser1235;gSerpo;
gtsa1238;Tsang;
guaa1238;Gua;gwx
guac1239;Guachi;
guac1240;Guachipas;
guac1241;Gua-Cherepon;
guad1241;Guadalcanal-Nggelic;
guad1242;Guadeloupe-Martinique Creole French;gcf
guad1243;Guadeloupean Creole French;
guah1252;Guahiboan;
guah1253;Guahibo-Cuiva;
guah1254;Guahibo-Playero;
guah1255;Guahibo;guh
guai1237;Guaicurian;
guai1246;Guaicaro;
guai1249;Guaicuruan;
guai1250;Guaicuru del Sur;
guaj1255;Guajajára;gub
guaj1256;Guajá;gvj
guaj1257;Guajiro-Paraujano;
guaj1258;Guaja-Kaapor-Ava;
guaj1260;Guaja-Aure-Aura;
gual1239;Guale;
guam1236;Guamo;
guam1248;Guambiano;gum
guan1252;Guanyingqiao;
guan1266;Khroskyabs;jiq
guan1268;Guaná (Paraguay);gva
guan1269;Kotiria;gvc
guan1270;Kinikinao;gqn
guan1277;Guanche;gnc
guan1278;Guang;
guan1279;Guangzhou;
guan1280;Guan-Bao;
guar1292;Guarayu;gyr
guar1293;Baniva de Maroa;gae
guar1294;Guaru;
guar1295;Guaratira;
guat1249;Guatemalan Sign Language;gsm
guat1253;Guató;gta
guay1256;Guayuyaco;
guay1257;Guayabero;guo
guay1266;Guaymiic;
guaz1234;Guazapar;
guba1244;Guba (Ethiopia);
guba1245;Guba;
guba1246;Gubang Itneg;
guba1248;Gubaare;
gube1234;Gubeeher-Gufangor-Gubelor;
gubi1238;Gubi;
guda1242;Wambaya-Gudanji;
guda1243;Gudanji;
guda1244;Gudang;xgd
guda1245;Ngurlun;
guda1246;Gudang-Northeast Paman;
gude1239;Gudeni;
gude1246;Gude;gde
gude1247;Gudeic;
gude1248;Gude-Jimi-Zizilivakan;
gudi1238;Gudi;
gudj1237;Gudjal;
gudu1250;Gudu;gdu
gudu1251;Gudur;
gudu1252;Guduf-Gava;gdf
gudu1253;Gudufic;
gueb1239;Guebie-Lakota Dida;
guel1234;Guelaya;
guen1235;Güenoa;
guer1240;Guere;
guer1241;Central Guerrero Nahuatl;ngu
guer1242;Gueren;
guer1243;Guerrero Amuzgo;amu
guer1244;Guere-Krahn;
guer1245;Guerrero Mixtec;
guev1238;Guevea De Humboldt Zapotec;zpg
guev1240;Guevea de Humboldt;
guga1239;Gugadj;ggd
gugi1238;Gugiko;
gugu1253;Gugu Badhun;gdc
gugu1254;Gugubera;kkp
gugu1255;Guugu Yimidhirr;kky
gugu1256;Roth's Gugu Warra;wrw
gugu1257;Gugu Mini;ggm
guhu1244;Guhu-Samane;ghs
guia1241;Guiam;
guia1242;Guianan;
guia1246;Guianese Creole French;gcr
guib1244;Guibian Zhuang;zgn
guib1245;Guibei Zhuang;zgb
guib1246;Guiberoua Béte;bet
guib1247;Guiberoua;
guid1240;Guidiville;
guil1236;Güilá Zapotec;ztu
guil1240;Giliya;
guil1241;Guilin Pinghua;
guim1240;Gimri Kan;
guim1241;Guimaras Island;
guin1237;Goulou;
guin1250;Guinean Sign Language;gus
guin1254;Guinea Kpelle;gkp
guin1255;Guinaang;
guin1256;Guinaang Bontoc;
guin1257;Guinzadan;
guin1258;Guinau;
guin1259;Guinea Coast Creole English;
guin1260;Guinea-Bissau Sign Language;
guin1261;Guinean Gizima;
guip1235;Guipuzcoan;
guiq1238;Guiqiong;gqi
guiy1235;Guiyang;
guiy1236;Guiyang Mandarin;
guja1252;Gujarati;guj
guja1253;Gujari;gju
guja1254;Gujaaxet;
guja1255;Gujarati-Rajasthani;
guja1256;Gujaratic;
guji1239;Guji;
gujj1234;Gujjari;
gula1264;Gulay (Dyaabugay);
gula1265;Gula Iro;glj
gula1266;Gula (Central African Republic);kcm
gula1267;Kotoic Gula;
gula1268;Gulay;gvl
gula1269;Gula (Chad);glu
gula1270;Gula'alaa;gmb
gula1271;Gulamas;
gula1275;Gulak;
gulb1238;Gulbahar;
gule1241;Gule;gly
gule1242;Guleguleu;
gulf1238;Gulf Zoque;
gulf1241;Gulf Arabic;afb
gulf1242;Gulf Coast French;
gulf1243;Gulf Coast Northern Tlingit;
guli1243;Gulicha;
guli1244;Guliguli;gli
gull1240;Gulli;
gull1241;Sea Island Creole English;gul
gull1242;Gullah-Nevis-Antigua;
gull1243;Gullah;
guln1239;Gulnguy;
gulu1236;Gulunggulu;
guma1252;Kunwinjku;
guma1253;Gumatj;gnn
guma1254;Gumawana;gvs
guma1255;Gumalu;gmu
guma1259;Gumay;
gumb1242;Gumbaynggiric;
gumb1243;Gumbang;
gume1239;Gumer;
gumm1240;Gum;
gumn1234;Gumna-Kontagora;
gums1237;Gumsai;uki
gumu1244;Northern Gumuz;guk
gumu1250;Gumuz;
guna1242;Gunangi;
gund1246;Kundjeyhmi;
gund1247;Gundi;gdi
gund1248;Gundungurra;xrd
gund1249;Kurnkopanut;wkr
gune1238;Kune;
gung1248;Gungabula;gyf
gung1249;Gunggay;
gung1250;Gungu;rub
gunm1237;Gunma;
gunn1247;Gun-narta;
gunn1248;Gun-narda;
gunn1249;Gun-nartpa;
gunn1250;Gun;guw
guno1235;Gunong;
gunt1240;Guntur;
gunt1241;Warta Thuntai;gnt
gunw1250;Gunwinyguan;
gunw1252;Bininj Kun-Wok;gup
gunw1253;Gunwinyguan Bak;
guny1241;Gunya;gyy
guny1242;Gunyamoolo;
guoh1234;Guohue;
guol1234;Guoli;
guoz1234;Guozuo;
gupa1247;Gupapuyngu;guf
gupa1248;Gupa-Abawa;gpa
gupa1249;Gupa;
gura1251;Gurani;hac
gura1252;Guragone;gge
gura1253;Gura;
gura1254;Guramalum;grz
gura1260;Gura (Semitic);
gura1261;Gur;
gurd1238;Gurdjar;gdj
gure1252;Gurezi;
gure1255;Gureng Gureng;gnr
gurg1240;Gurgula;ggg
gurg1241;Gurgani;
guri1246;Gurian;
guri1247;Gurindji;gue
guri1248;Guriaso;grx
guri1249;Gurindji Kriol;gjr
guri1250;Gurindjic;
guri1251;Gurindji-Kriol;
gurj1238;Gurrindi;
gurm1246;Gurmana;gvm
gurm1247;Gurma-Yom-Oti-Volta Occidental;
gurm1248;Gurma-Yom-Naudem;
gurm1249;Gurma;
gurm1250;Gurma B;
guro1245;Mano-Dan;
guro1246;Guro-Dan;
guro1247;Guro-Yaoure;
guro1248;Guro;goa
guru1260;Gurungic;
guru1261;Gurung;gvr
guru1262;Gurune;
guru1263;Guruka;
guru1264;Guru;
guru1265;Guru (Mali);
guru1271;Guruntum-Mbaaru;grd
guru1272;Guruntumic;
gurv1234;Gurvari;
gusa1245;Gusap-Mot;
gusa1246;Gusan;gsn
guse1238;Guse;
gusi1245;Gusilay-Bandial;
gusi1246;Gusilay;gsl
gusi1247;Gusii;guz
gusu1241;Gusubou;
gusu1242;Gusu;
guta1238;Guta;
guti1235;Gutian;
gutn1238;Archaic Gutnish;
guto1244;Gutob-Remo;
guuu1237;Gu;
guvh1238;Guvhu;
guvj1238;Guvja;
guwa1241;Guwa-Yanda;
guwa1242;Guwa;xgw
guwa1243;Guwamu;gwu
guwa1244;Guwar;
guwa1245;Guwa-Maric;
guwi1238;Guwidj;
guya1249;Guyani;gvy
guya1250;Guyambal;
guya1251;Guya;gka
guya1252;Guyanic Creole French;
guya1253;Guyana Sign Language;
guye1238;Guyennais;
guyi1237;Guyinbaraay;
guzh1234;Guzhang;
gvok1239;Gvoko;ngs
gwaa1239;Gwa;gwb
gwaa1240;Gwaan Dan;
gwab1237;Gwabegwabe;
gwaf1234;Gwafr;
gwah1244;Gwahatike;dah
gwah1245;Gwahamere;
gwam1244;Gwamhi-Wuri;bga
gwam1245;Gwamhi;
gwam1246;Gwamba;
gwan1242;Gwana;
gwan1243;Gwano;
gwan1267;Gwanje;
gwan1268;Gwandara;gwn
gwan1269;Gwandara Southern;
gwan1270;Gwandara Karashi;
gwan1271;Gwandara Eastern;
gwan1272;Gwandara Gitata;
gwan1273;Gwandara Koro;
gwap1238;Dahating;
gwar1240;Gwara;
gwar1241;Gwareta;
gwar1244;Gwara (Marghi);
gwaz1238;Gwaza;
gwed1239;Gweda;grw
gwee1241;Gwe;
gwee1242;Gweetaawu;
gwen1239;Gweno;gwe
gwen1242;Pelasla;
gweo1238;Gwéò;
gwer1238;Gwere;gwr
gwic1235;Gwich'in;gwi
gwic1236;Gwichin-Han;
gwii1239;/Gwi;gwj
gwor1239;Gworam;
gwoz1239;Gwoza;
gyak1238;Gyakan;
gyal1235;Gyalsumdo-Nubri-Kyirong;
gyal1236;Gyalsumdo;gyo
gyel1241;Gyel-Kuru-Vwang;
gyel1242;Gyele;gyi
gyem1238;Gyem;gye
gyet1241;Gyeta;
gyog1238;Gyogo;
gyon1234;Gyong-Kamantan;
gysi1234;Gysiqua;
haaa1237;Ha (China);
haaa1250;Ha'aang;
haaa1251;Ha (Bhutan);
haaa1252;Ha;haq
haav1238;Haaviqinra-Oraura;
haba1238;Habau;
haba1239;Habab Tigre;
habb1238;Habban;
habu1240;Habura;
habu1241;Habu;hbu
hach1238;Hachijō;
hach1239;Hachijo;
hach1240;Hacha;
hada1239;Hadareb;
hade1238;Hadem;
hade1247;Hadejiya;
hade1248;Hadendoa;
hadi1240;Hadiyya;hdy
hadi1241;Hadiyya-Kambaata;
hadi1242;Hadiyyaic;
hado1235;Hadothi;hoj
hadr1235;Hadrami;xhd
hadr1236;Hadrami Arabic;ayh
hady1238;Hadyo;
hadz1240;Hadza;hts
haek1239;Haeke;aek
haek1241;Haeke-Bwatoo;
haer1234;Ha'erbin Mandarin;
haft1238;Haft-Lang;
hage1247;Hageulu;
hage1248;Hagen;
hagi1238;Hagi;
haha1243;Hahak;
haha1244;Hahaintesu;
hahc1234;Hahcheng-Ngaimong;
hahc1235;Hahcheng;
haho1237;Hahon;hah
haho1238;Ha-Hoic;
haid1248;Haida;hai
haig1237;Haigwai;hgw
haii1241;Hai;
haii1242;Hai (Tanzania);
haij1242;Haija;
hail1246;Haila'er Dagur;
hail1247;Hailu;
hail1248;Urulyungui Khamnigan Evenki;
hain1237;Fucheng;
hain1238;Hainan;
hain1252;Hainaut;
hain1253;Hainyaxo Bozo;bzx
hain1254;Hai||um;
haio1238;Hai//om-Akhoe;hgm
haip1238;Haiphong Sign Language;haf
hais1244;Haisla;has
hait1241;Haitian Vodoun Culture Language;hvc
hait1244;Haitian;hat
hait1245;Haitian Sign Language;
haji1235;Haji;hji
haji1236;Hajin;
haji1237;Hajiab;
hajo1238;Hajong;haj
haka1240;Haka Chin;cnh
haka1241;Hakata-ben;
hakh1236;Hakhun;
hakh1237;Hahon Naga;
hakk1236;Hakka Chinese;hak
hako1237;Hakö;hao
hala1252;Halang;hal
hala1253;Halang Doan;hld
hala1254;Riang (Bru);
hala1255;Halalt;
halb1244;Halbi;hlb
halb1245;Halbi (Nuclear Oriya);
halb1246;Halbic;
hale1239;Halerman;
halh1238;Halh Mongolian;khk
halh1239;Halh;
hali1243;Haliaic;
hali1244;Halia;hla
hali1245;Coastal Marind;
hali1246;Halilrudi;
halk1245;Halkomelem;hur
hall1240;Halländska;
hall1241;Hallingen;
halo1239;Halotesu;
halt1238;Haltu;
halu1238;Halumbung;
hama1240;Hamap;hmu
hama1241;Ham;
hama1242;Hamar-based pidgin;
hamb1239;Hamba NW of Nachingwea south of Mbemkuru River;
hamb1245;Hamba de Lomela;hba
hamb1246;Hamba (Haya);
hame1240;Häme;
hame1241;Hamer-Karo;
hame1242;Hamer-Banna;amf
hame1244;Hame Naga;
hamg1238;Hamgyongdo;
hamg1239;Hamgyong-Pyongan;
hami1240;Hamirpuri;
hamo1235;Hamong;
hams1239;Hamshen;
hams1240;Hamshenic;
hamt1247;Hamtai;hmt
hamt1248;Hamtik;
hana1242;Hanak;
hana1243;Hanahan;
hand1239;Handa;
hand1240;Handa (Nkhumbi);
hang1257;Hangzhou;
hang1258;Hanga;hag
hang1259;Hangiro;
hang1260;Hangaza;han
hang1261;Hanga (Democratic Republic of Congo);
hang1262;Hangan;
hang1263;Hanga Hundi;wos
hang1264;Hangaza-Shubi;
hani1248;Hani;hni
hani1249;Hani-Jino;
hani1250;Hanic;
hanj1234;Hanjani;
hann1239;Hannover German;
hann1241;Han;haa
hano1243;Hanoi Sign Language;hab
hano1246;Hano;lml
hano1247;Hano (USA);
hans1242;Hansen River Warlpiri;
hans1243;Hanseman;
hans1244;Hansjö;
hant1239;Hantong';
hanu1241;Hanunoo;hnn
hapa1237;Hapao Ifugao;
haqu1237;Haquetiya;
hara1256;Harauti;
hara1257;Haramosh;
hara1258;Haraza;
hara1259;Harava;
hara1260;Harakmbut;
hara1270;Harari-East Gurage;
hara1271;Harari;har
hara1272;Harappan;xiv
harb1238;Harban;
hare1242;Harengan;
hare1243;Slaveyic;
hare1244;Hare;
hari1246;Indo-Aryan Kinnauri;kjo
hari1247;Harijan;
hari1248;Harigaya;
hari1249;Hariamba;
hari1250;Haripmor;
haro1237;Haroi;hro
hars1238;Harso;
hars1241;Harsusi;hss
haru1243;Harua;
haru1244;Haruku;hrk
haru1245;Haruai;tmd
hary1238;Haryanvi;bgc
harz1239;Harzani-Kilit;hrz
harz1240;Harzani;
hasa1247;Hasab;
hasa1248;Hasala;
hasa1249;Hasaitic;
hasa1250;Hasada';
hash1238;Hasha;ybj
hash1239;Hasha-Sambe;
hash1240;Hashtpari;
hasi1235;Hasik Naga;
haso1241;Hasoria Bhil;
haso1242;Hasoria Koli;
hass1238;Hassaniyya;mey
hata1242;Hatam-Mansim;
hata1243;Hatam;had
hata1244;Hata-ben;
hate1238;Hateruma;
hate1239;Hate (Upper Kunimaipa);
hath1235;Hathim Naga;
hato1238;Hatoma;
hatr1234;Hatran;
hatt1237;Hat;
hatt1246;Hattic;xht
hatu1243;Hatutu;
hatu1244;Saparuan;
hatu1245;Hatusua;
hatu1246;Hatuolu;
hatu1247;Hatuhaha;
hatu1248;Hatuwaia;
haub1238;Haubi;
haun1237;Haununu;
haun1238;Hauna Trade Language;
haur1242;Haura;
haur1243;Hauruha;
haus1240;Haush;
haus1246;Hausa Sign Language;hsl
haus1257;Hausa;hau
haus1258;Hausa-based pidgin;
haus1259;Hausruckviertel;
haut1244;Haut-Languedocien;
haut1245;Haut-Auvergnat;
haut1246;Haut-Limousin;
hava1248;Havasupai-Walapai-Yavapai;yuf
hava1249;Havasupai;
have1240;Have;
have1241;Haveke;hvk
havu1238;Havu;hav
havy1234;Havyaka Kannada;
hawa1235;Hawai'i Pidgin Sign Language;hps
hawa1245;Hawaiian;haw
hawa1247;Hawai'i Creole English;hwc
hawa1248;Hawaiian-based pidgin;
hawk1238;Hawkip;
hawk1239;Hawkesbury;xda
hawr1242;Hawraman-I Luhon;
hawr1243;Hawraman-I Taxt;
hawu1234;Hawu-Dhao;
haya1250;Haya;hay
haya1251;Ha-Ya;
haza1239;Hazaragi;haz
hazz1238;Hazzu;
hbro1238;Conservative Amdo Nomad;
hbru1241;Hbrugchu;
hdii1240;Hdi;xed
head1238;Nungon;
head1239;Headwaters Pano;
hebb1237;Hebbar;
hebr1245;Modern Hebrew;heb
hebr1246;Hebrewic;
heda1238;Hedangpa;
hedk1239;Hedkala;
hedo1238;Hedong;
hefe1234;Hefei Mandarin;
hehe1240;Hehe;heh
heib1242;Heibanic;
heib1243;Ebang;hbn
heid1234;Heideostfälisch;
heih1238;Heihu;
heil1245;Southeastern Oroqen;
heil1246;Heiltsuk-Oowekyala;hei
heil1247;Heiltsuk;
heka1238;Hakkari;
hela1238;Lamjung-Melamchi Yolmo;scp
hele1238;Helebi;
hele1239;Hele;
helg1238;Helgoland;
helo1243;Helong;heg
helo1244;Helong Darat;
helo1245;Helong Pulau;
hema1238;Hema;nix
hemb1242;Hemba-Yazi;hem
hemb1243;Hembeh;
hemi1234;Hernican;xhr
hena1234;Henaksiala;
heng1239;Hengzhou;
henk1238;Hen-Ke Yi;
henn1234;Henneberg Franconian;
heqi1238;Heqing;
herd1236;Herde;hed
here1250;Her-Ejamat;
here1251;Here;
here1252;Herero (R.30);
here1253;Herero;her
here1255;Hereve (Lower Kunimaipa);
herm1237;Hermit;llf
hert1241;Hertevin;hrt
hert1242;Hértevin Proper;
hess1238;Hessian;
hewa1240;Hewa-April River;
hewa1241;Hewa;ham
hewe1238;Hewe;
hewl1238;Hewleri;
hexi1238;Hexi;
heyo1240;Heyo;auk
heyo1241;Heyo-Yahang;
heza1234;Hezarrudi;
hezh1242;Hezhang Yi;
hezh1244;Hezhou;
hezh1245;Hezhang Buyi;
hiay1237;Hiay;
hibe1235;Hiberno-Scottish Gaelic;ghc
hibi1242;Hibito-Cholon;
hibi1243;Hibito;hib
hich1237;Hichiku;
hida1245;Hida;
hida1246;Hidatsa;hid
hidd1238;Hid;
hier1240;Hieroglyphic Luwian;hlu
higa1237;Higaonon;mba
high1242;Highland Oaxaca Chontal;chd
high1243;Highland Totonac;tos
high1267;High Piemontese;
high1271;High East Prussian;
high1272;Highland Phula;
high1274;Highland Bali;
high1275;Highland Konjo;kjk
high1276;Highland Popoluca;poi
high1277;Highland Huarijío;
high1278;Highland Puebla Nahuatl;azz
high1279;Highland Arequipa;
high1280;Highlands Chamic;
high1285;Highland East Cushitic;
high1286;Upper German;
high1287;West Middle German;
high1288;Highland Kenyah;
high1289;High German;
high1290;High Alemannic;
high1291;Highland Gwama;
high1292;South Sumatra Malay;
higi1240;Higir;
higi1241;Higic;
higi1242;Nkafa-Kirya;
higt1238;Gaji-Hajang;
hija1235;Hijazi Arabic;acw
hiju1238;Hijuk;hij
hila1237;Hila;
hili1240;Hiligaynon;hil
hill1251;Hill Geta';
hill1255;Hill Angas;
hill1256;Hill South Guang;
hill1257;South Bastar Gondi-Koya;
hill1258;Hill Miri;
hill1259;Hill Patwin;
hima1247;Himarimã;hir
hima1248;Hima;
hima1249;Himalayish;
hima1250;Himachali;
hima1251;Himariote Greek;
himb1234;Himba-Pinji;
hina1234;Hinangave;
hind1267;Hinduri;hii
hind1269;Hindi;hin
hind1270;Hindustani;
hind1271;Hindko;
hind1272;Hindustani-based pidgin;
hind1273;Hindeloopen-Molkwerum Frisian;
hing1234;Hinga;
hini1234;Hinihon;
hint1235;Hinterland Blagar;
hinu1240;Hinuq;gin
hira1245;Hiranpur;
hira1246;Hira;
hira1247;Hirado-ben;
hiri1235;Trading Eleman;
hiri1236;Trading Koriki;
hiri1237;Hiri Motu;hmo
hiro1237;Hiroshima;
hism1236;Hismaic;
hiss1234;Hissing Evenki;
hiss1235;Hissar Tajik;
hist1234;Historical Baure;
hita1242;Hitau-Pororan;
hita1243;Hitadipa Nduga;
hita1244;Hita-ben;
hitc1239;Hitchiti;
hitt1242;Hittite;hit
hitu1239;Hitu;htu
hiva1242;Hiva Oa;
hiwl1234;Hiw-Lo-Toga;
hiww1237;Hiw;hiw
hixk1239;Hixkaryána;hix
hiyo1238;Hiyowe;
hkak1238;Hkaku;
hkal1241;Hkaluk;
hkon1236;Hkongso;
hlai1238;Hlaic;
hlai1239;Hlai;lic
hlav1238;Hlave;
hlaw1238;Hlawthai;
hlen1238;Hlengwe;
hlep1235;Hlepho-Phukha;
hlep1236;Hlepho Phowa;yhl
hler1235;Hlersu;hle
hlol1236;Hlo'lan;
hlub1242;Hlubi;
hmar1240;Hmaric;
hmar1241;Hmar;hmr
hmar1242;Hmar-Saihriem;
hmon1263;Hmong Don;hmf
hmon1264;Hmong Njua;hnj
hmon1331;Sinicized Miao;hmz
hmon1332;Hmong Dô;hmv
hmon1333;Hmong Daw;mww
hmon1334;Hmong Gu Mba;
hmon1335;Hmong Xi;
hmon1336;Hmong-Mien;
hmon1337;Hmongic;
hmon1338;Hmong Njua (Retired);blu
hmwa1241;Hmwaeke;
