;Palabra;Glosa
2363;tinta;tinta
2364;nütramkay;nütramka-y
2365;challa;challa
2366;montulenew;montu-l-e-n-ew
2367;karülele;karü-le-l-e
2368;santiago;santiago
2369;pi;pi
2370;kutranlu;kutran-lu
2371;refalta;re-falta
2372;konürkeymi;kon-ürke-ymi
2373;respetayael;respeta-ya-el
2374;subsidianieeyew;subsidia-nie-e-y-ew
2375;wingkül;wingkül
2376;operangekelafuy;opera-nge-ke-la-fu-y
2377;bicicleta;bicicleta
2378;eymu;eymu
2379;jefe;jefe
2380;takukunufuyngün;taku-kunu-fu-y-ngün
2381;wenu;wenu
2382;noliñ;no-l-iñ
2383;muntuñmamekeyngün;muntu-ñma-meke-y-ngün
2384;iyaeln;iyael-n
2385;traftuafun;traf-tu-a-fu-n
2386;tukungeael;tuku-nge-a-el
2387;chumün;chum-ün
2388;femngen;fem-nge-n
2389;infitu;infitu
2390;masatulekefuy;masatu-le-ke-fu-y
2391;ooo;o-o-o
2392;llowdungukeenew;llow-dungu-ke-e-n-ew
2393;amuay;amu-a-y
2394;mülepay;müle-pa-y
2395;desmayay;desmaya-y
2396;nawfemkefuy;naw-fem-ke-fu-y
2397;adum;adum-
2398;ilo;ilo
2399;ngillangeael;ngilla-nge-a-el
2400;rikulefuiñ;riku-le-fu-iñ
2401;llikangey;llika-nge-y
2402;pingen;pi-nge-n
2403;karukatu;karukatu
2404;feypiafuel;fey-pi-a-fu-el
2405;kelluwi;kellu-w-i
2406;adkintun;adkintu-n
2407;chumlayay;chum-la-ya-y
2408;dewmayu;dewma-yu
2409;vaquilla;vaquilla
2410;farakotulu;farako-tu-lu
2411;torcaza;torcaza
2412;fücha;fücha
2413;allfülaael;allfü-la-a-el
2414;kuchatuwe;kucha-tu-we
2415;libro;libro
2416;putukeyngün;putu-ke-y-ngün
2417;pichi;pichi
2418;tenia;tenia
2419;feypiken;fey-pi-ke-n
2420;weupimekefulu;weupi-meke-fu-lu
2421;ngoymatun;ngoyma-tu-n
2422;yekey;ye-ke-y
2423;mütrümeymew;mütrüm-e-ym-ew
2424;ilosanchu;ilo-sanchu
2425;kisulelu;kisu-le-lu
2426;trawün;trawü-n
2427;yiwiñ;yiwiñ
2428;pepafinge;pe-pa-fi-nge
2429;küpawenolu;küpa-we-no-lu
2430;david;david
2431;eluen;elu-e-n
2432;ayekay;ayeka-y
2433;piluley;pilu-le-y
2434;semana;semana
2435;pañu;pañu
2436;tringartukungey;tringar-tuku-nge-y
2437;pillkakeafimün;pillka-ke-a-fi-mün
2438;yepay;ye-pa-y
2439;piafu;pi-a-fu-
2440;h;h
2441;tocaeyu;toca-e-yu
2442;pedir;pedir
2443;pingekelafuy;pi-nge-ke-la-fu-y
2444;goma;goma
2445;amukefun;amu-ke-fu-n
2446;feypinge;fey-pi-nge
2447;fundo;fundo
2448;putulay;putu-la-y
2449;alfabeto;alfabeto
2450;kimelngelu;kimel-nge-lu
2451;nieel;nie-el
2452;ferreteria;ferreteria
2453;katrukachuken;katru-kachu-ke-n
2454;privatizao;privatizao
2455;pünengekeel;püne-nge-ke-el
2456;chillkatufiñ;chillkatu-fi-ñ
2457;matetupelay;mate-tu-pe-la-y
2458;hasta;hasta
2459;kulen;kulen
2460;ngünechen;ngünechen
2461;mapuchedungukefun;mapuche-dungu-ke-fu-n
2462;küpadoctorngen;küpa-doctor-nge-n
2463;aprenden;aprende-n
2464;matita;matita
2465;beti;beti
2466;respetafiy;respeta-fi-y
2467;iñchiñ;iñch-iñ
2468;llowkey;llow-ke-y
2469;aunque;aunque
2470;elmuiñ;el-mu-iñ
2471;kimniefuiñ;kim-nie-fu-iñ
2472;pitikey;piti-ke-y
2473;de;de-
2474;wedwedkülelu;wedwed-küle-lu
2475;domingo;domingo
2476;wingkadungukelafuyiñ;wingkadungu-ke-la-fu-y-iñ
2477;wünetuay;wüne-tu-a-y
2478;identidad;identidad
2479;wenchelen;wenche-le-n
2480;yenge;ye-nge
2481;entuam;entu-a-m
2482;nielaymün;nie-la-ymün
2483;dungulay;dungu-la-y
2484;adngetufilimün;ad-nge-tu-fi-li-mün
2485;avion;avion
2486;pingümtukuleeyñmew;pingüm-tuku-le-e-yñ-mew
2487;ngümafiiñ;ngüma-fi-iñ
2488;pepingeken;pepi-nge-ke-n
2489;ile;i-l-e
2490;duamwelaiñ;duam-we-la-iñ
2491;dewmalmün;dewma-l-mün
2492;amukatrukelafuiñ;amu-katru-ke-la-fu-iñ
2493;kimkerkey;kim-ke-rke-y
2494;konlayay;kon-la-ya-y
2495;katrukachungekey;katru-kachu-nge-ke-y
2496;septimo;septimo
2497;ülkantufengeael;ülkantu-fe-nge-a-el
2498;meli;meli
2499;kimkanolu;kim-ka-no-lu
2500;kimniepelafuy;kim-nie-pe-la-fu-y
2501;pekeiñ;pe-ke-iñ
2502;ül;ül
2503;katruael;katru-a-el
2504;nagantü;nag-antü
2505;borrakey;borra-ke-y
2506;tambien;tambien
2507;püle;püle
2508;patriwkülen;patriw-küle-n
2509;dungukeiñ;dungu-ke-iñ
2510;asucura;asucura
2511;fentreley;fentre-le-y
2512;mülekefuyu;müle-ke-fu-yu
2513;acordatuy;acorda-tu-y
2514;chomba;chomba
2515;enero;enero
2516;umawkefuy;umaw-ke-fu-y
2517;media;media
2518;nentuy;nentu-y
2519;chacha;chacha
2520;kimkelafufin;kim-ke-la-fu-fi-n
2521;chumlekefuel;chum-le-ke-fu-el
2522;feypien;fey-pi-e-n
2523;kazi;kazi
2524;asado;asado
2525;nielaiñ;nie-la-iñ
2526;mawidantu;mawida-ntu
2527;rulpakefuy;rulpa-ke-fu-y
2528;malukañmangen;malu-ka-ñma-nge-n
2529;trapumtukuniepelay;trapum-tuku-nie-pe-la-y
2530;feypilafiy;fey-pi-la-fi-y
2531;kutu;ku-tu
2532;ngenngepuy;ngen-nge-pu-y
2533;nütramkaleaiñ;nütramka-le-a-iñ
2534;kullikey;kulli-ke-y
2535;mawün;mawü-n
2536;elngean;el-nge-a-n
2537;pengelay;pe-nge-la-y
2538;konchi;kon-chi
2539;feypikefuy;fey-pi-ke-fu-y
2540;anümka;anümka
2541;nienon;nie-no-n
2542;clarita;clarita
2543;wilufküley;wiluf-küle-y
2544;kewaken;kewa-ke-n
2545;yeeyew;ye-e-y-ew
2546;putokongeael;putoko-nge-a-el
2547;illamngeael;illam-nge-a-el
2548;machitualu;machi-tu-a-lu
2549;pakarwa;pakarwa
2550;pefili;pe-fi-l-i
2551;küpailotun;küpa-ilo-tu-n
2552;nielu;nie-lu
2553;kimkey;kim-ke-y
2554;yagan;yagan
2555;tukungekefuy;tuku-nge-ke-fu-y
2556;ngekelafuy;nge-ke-la-fu-y
2557;nentulu;nentu-lu
2558;ñamkelafuy;ñam-ke-la-fu-y
2559;mañumeyu;mañum-e-yu
2560;fiñ;f-iñ
2561;pofrengen;pofre-nge-n
2562;purrukeyngün;purru-ke-y-ngün
2563;yekefuy;ye-ke-fu-y
2564;wedwedngekefuy;wedwed-nge-ke-fu-y
2565;layayu;la-ya-yu
2566;mapudungukay;mapudungu-ka-y
2567;ngillatualu;ngillatu-a-lu
2568;ngülakefuy;ngüla-ke-fu-y
2569;wakakamañkiyawn;waka-kamañ-kiyaw-n
2570;pangküll;pangküll
2571;bra;br-a
2572;fogon;fogon
2573;katrukelaafimün;katru-ke-la-a-fi-mün
2574;pofreleiñ;pofre-le-iñ
2575;allkünoael;allkü-no-a-el
2576;ketro;ketro
2577;monja;monja
2578;punengekefuy;pune-nge-ke-fu-y
2579;famfamtuwkefuy;fam-fam-tu-w-ke-fu-y
2580;müpüael;müpü-a-el
2581;kimeltungele;kimel-tu-nge-l-e
2582;tukungen;tuku-nge-n
2583;allkulan;allku-la-n
2584;tiene;ti-e-n-e
2585;angkay;angk-a-y
2586;añoley;año-le-y
2587;wawlutuyngün;wawlu-tu-y-ngün
2588;ñamken;ñam-ke-n
2589;nochilkakey;nochi-l-ka-ke-y
2590;usakefuy;usa-ke-fu-y
2591;mongelelaiñ;monge-le-la-iñ
2592;kümelkalekaymi;küme-l-ka-le-ka-ymi
2593;pueblo;pueblo
2594;una;una
2595;amukelaiñ;amu-ke-la-iñ
2596;tripayay;tripa-ya-y
2597;entungekey;entu-nge-ke-y
2598;malal;malal
2599;lawentuael;lawen-tu-a-el
2600;sanchu;sanchu
2601;biblia;biblia
2602;dirigentekunungen;dirigente-kunu-nge-n
2603;rangileo;rangileo
2604;küpange;küpa-nge
2605;kuruf;kuruf
2606;granero;granero
2607;desarrollo;desarrollo
2608;feypiafiel;fey-pi-a-fi-el
2609;posta;posta
2610;eluafuy;elu-a-fu-y
2611;indigena;indigena
2612;karülekey;karü-le-ke-y
2613;ngillamengeken;ngilla-me-nge-ke-n
2614;dungutuy;dungu-tu-y
2615;kimlaymi;kim-la-ymi
2616;feleken;fele-ke-n
2617;papeltukelafuy;papel-tu-ke-la-fu-y
2618;makina;makina
2619;dungukefuy;dungu-ke-fu-y
2620;castigangekerkefuy;castiga-nge-ke-rke-fu-y
2621;mongelelu;monge-le-lu
2622;entuñmaafimi;entu-ñma-a-fi-mi
2623;elu;elu
2624;elkunufin;el-kunu-fi-n
2625;nentuñmangen;nentu-ñma-nge-n
2626;wedwed;wedwed
2627;awkayngün;awka-y-ngün
2628;pefiiñ;pe-fi-iñ
2629;chefengelu;che-fe-nge-lu
2630;yaway;yaw-a-y
2631;yelmengekelafuy;ye-l-me-nge-ke-la-fu-y
2632;no;no
2633;üy;üy
2634;mapuchedunguael;mapuche-dungu-a-el
2635;yenieam;ye-nie-a-m
2636;fantewe;fante-we
2637;küdawpakeyngün;küdaw-pa-ke-y-ngün
2638;müleael;müle-a-el
2639;miyawlu;miyaw-lu
2640;llikalkayafiyu;llika-l-ka-ya-fi-yu
2641;tukuyawlngey;tuku-yaw-l-nge-y
2642;kankan;kankan
2643;mapudungun;mapudungun
2644;femlayapuen;fem-la-y-a-pu-e-n
2645;kimlafimi;kim-laf-imi
2646;kutranwetukelay;kutran-we-tu-ke-la-y
2647;femken;fem-ke-n
2648;masatumekefun;masatu-meke-fu-n
2649;kimelngeael;kimel-nge-a-el
2650;entuñmamekelay;entu-ñma-meke-la-y
2651;trillan;trilla-n
2652;ngillan;ngilla-n
2653;kimlayu;kim-la-yu
2654;dewmangeel;dewma-nge-el
2655;bocina;bocina
2656;lifkülekefuy;lif-küle-ke-fu-y
2657;mongelkey;monge-l-ke-y
2658;entuñmangey;entu-ñma-nge-y
2659;wulpun;wul-pu-n
2660;puwiñ;puw-iñ
2661;ngerkelay;nge-rke-la-y
2662;orkon;orkon
2663;pingümfilu;pingüm-fi-lu
2664;putulu;putu-lu
2665;femnwekelafuy;fem-n-we-ke-la-fu-y
2666;rali;rali
2667;dungukenolu;dungu-ke-no-lu
2668;ayükülekeaymün;ayü-küle-ke-a-ymün
2669;kusheke;kushe-ke
2670;inange;ina-nge
2671;karukatulefuiñ;karukatu-le-fu-iñ
2672;welulkawayu;welu-l-ka-w-a-yu
2673;chaw;chaw
2674;feypikeeyñmew;fey-pi-ke-e-yñ-mew
2675;kayu;ka-yu
2676;allkütuaymün;allkü-tu-a-ymün
2677;kimelfengerumeymi;kimelfe-nge-rume-ymi
2678;conjunto;conjunto
2679;autoridad;autoridad
2680;grecia;grecia
2681;kewangekefuy;kewa-nge-ke-fu-y
2682;malle;malle
2683;kelluniengele;kellu-nie-nge-l-e
2684;adumlan;adum-la-n
2685;kimelafin;kimel-a-fi-n
2686;angkükey;angkü-ke-y
2687;tukukeymi;tuku-ke-ymi
2688;awela;awela
2689;afkadiael;afkadi-a-el
2690;konwekülpe;kon-we-kül-pe
2691;ruparumele;rupa-rume-l-e
2692;nentun;nentu-n
2693;comino;comino
2694;utrufnagay;utruf-nag-a-y
2695;llowdunguaeyu;llow-dungu-a-e-yu
2696;dullipay;dulli-pa-y
2697;tati;ta-t-i
2698;entuniele;entu-nie-l-e
2699;yewekefun;yewe-ke-fu-n
2700;pifiyu;pi-fi-yu
2701;del;del
2702;ngelaiñ;nge-la-iñ
2703;ingekefuy;i-nge-ke-fu-y
2704;kom;kom
2705;kelualu;kelu-a-lu
2706;küpatrepelen;küpa-trepe-le-n
2707;pekelafun;pe-ke-la-fu-n
2708;mapudungungen;mapudungu-nge-n
2709;pastor;pastor
2710;hermano;hermano
2711;kutraniñ;kutran-iñ
2712;luna;luna
2713;anümdungu;anüm-dungu
2714;feyta;fey-t-a
2715;entulmün;entu-l-mün
2716;tukulechi;tuku-le-chi
2717;colocolongelayngün;colo-colo-nge-la-y-ngün
2718;wingkadungutuaymün;wingkadungu-tu-a-ymün
2719;dunguwkeiñ;dungu-w-ke-iñ
2720;tranakununge;trana-kunu-nge
2721;aretu;aretu
2722;wudwudmekey;wudwud-meke-y
2723;jose;jose
2724;wichakengekey;wicha-ke-nge-ke-y
2725;doctor;doctor
2726;mew;mew
2727;decian;decian
2728;weñewkelafuy;weñe-w-ke-la-fu-y
2729;pifinge;pi-fi-nge
2730;kimpaymi;kim-pa-ymi
2731;nütramkawkelay;nütramka-w-ke-la-y
2732;omar;omar
2733;lawentumekeymi;lawen-tu-meke-ymi
2734;ayealu;aye-a-lu
2735;niefuiñ;nie-fu-iñ
2736;taiñ;ta-iñ
2737;ingkadungu;ingka-dungu
2738;luz;luz
2739;chillkatulay;chillkatu-la-y
2740;matematica;matematica
2741;ayiwüy;ayi-wü-y
2742;feypiaymi;fey-pi-a-ymi
2743;adumi;adum-i
2744;tripalaiñ;tripa-la-iñ
2745;kimeltuenew;kimel-tu-e-n-ew
2746;hospital;hospital
2747;amulu;amu-lu
2748;elel;el-el
2749;dungungeay;dungu-nge-a-y
2750;rakiduamkefuy;rakiduam-ke-fu-y
2751;ayukefun;ayu-ke-fu-n
2752;matruley;matru-le-y
2753;kechungelmün;kechu-nge-l-mün
2754;fütake;füta-ke
2755;pifuliiñ;pi-fu-li-iñ
2756;küdawkelu;küdaw-ke-lu
2757;tranquiloleyngün;tranquilo-le-y-ngün
2758;dullituyeeyew;dulli-tu-ye-e-y-ew
2759;femaliñ;fem-a-l-iñ
2760;ngillamean;ngilla-me-a-n
2761;zincngey;zinc-nge-y
2762;konputuay;kon-pu-tu-a-y
2763;pura;pura
2764;willuletuy;willu-le-tu-y
2765;mülelay;müle-la-y
2766;wingkadungukakefuy;wingkadungu-ka-ke-fu-y
2767;trufur;trufur
2768;mi;mi
2769;famnakümafimün;fam-naküm-a-fi-mün
2770;entulu;entu-lu
2771;fotra;fotra
2772;indigenangelu;indigena-nge-lu
2773;kuruftukumawün;kuruf-tuku-mawü-n
2774;dewü;dewü
2775;koni;kon-i
2776;chew;chew
2777;blanca;blanca
2778;ngüñen;ngüñe-n
2779;pirumeli;pi-rume-l-i
2780;calzoncillotulen;calzoncillo-tu-le-n
2781;coñoepan;coñoepan
2782;tralkatukonpay;tralkatu-kon-pa-y
2783;hongo;hongo
2784;elungeiñ;elu-nge-iñ
2785;entukelaafimün;entu-ke-la-a-fi-mün
2786;chang;chang
2787;umawtuael;umaw-tu-a-el
2788;rakiñ;rakiñ
2789;wingkadungulafuy;wingkadungu-la-fu-y
2790;mari;mari
2791;inayay;ina-ya-y
2792;mülekay;müle-ka-y
2793;pentukun;pentuku-n
2794;mueble;mueble
2795;jesus;jesus
2796;nieto;nieto
2797;falilay;fali-la-y
2798;mapudunguael;mapudungu-a-el
2799;ropa;ropa
2800;milla;milla
2801;rakiduamael;rakiduam-a-el
2802;akutuyu;aku-tu-yu
2803;longkon;longko-n
2804;chicharron;chicharron
2805;küpaadumwluael;küpa-adum-w-lu-a-el
2806;chemkeaymün;chem-ke-a-ymün
2807;ngolliñmay;ngolli-ñma-y
2808;ngillatukefin;ngillatu-ke-fi-n
2809;espiritu;espiritu
2810;pepun;pe-pu-n
2811;kimeluwün;kimelu-w-ün
2812;pamu;pamu
2813;nieymi;nie-ymi
2814;kechu;kechu
2815;lof;lof
2816;pifimi;pi-fi-mi
2817;amukeyngün;amu-ke-y-ngün
2818;apolen;apo-le-n
2819;tornillo;tornillo
2820;mate;mate
2821;mülemülengepakey;müle-mü-le-nge-pa-ke-y
2822;wenüykawiyu;wenüy-ka-w-iyu
2823;feypingeymi;fey-pi-nge-ymi
2824;kuydapen;kuyda-pe-n
2825;pingerkey;pi-nge-rke-y
2826;katrukachufe;katru-kachu-fe
2827;yeyu;ye-yu
2828;serpiente;serpiente
2829;ngillatuñmaniekeeyu;ngillatu-ñma-nie-ke-e-yu
2830;amuleay;amu-le-a-y
2831;humita;humita
2832;miguel;miguel
2833;kewa;kewa
2834;pipieyew;pi-pi-e-y-ew
2835;wallñmafingün;wall-ñma-fi-ngün
2836;papel;papel
2837;kimelay;kimel-a-y
2838;jalea;jalea
2839;müleken;müle-ke-n
2840;llikayawiñ;llika-yaw-iñ
2841;achelelay;a-che-le-la-y
2842;plato;plato
2843;amun;amu-n
2844;küpakimiy;küpa-kim-i-y
2845;elufiyu;elu-fi-yu
2846;tokakey;toka-ke-y
2847;operacion;operacion
2848;kumentuken;kumentu-ke-n
2849;color;color
2850;feypipaenew;fey-pi-pa-e-n-ew
2851;mawida;mawida
2852;stoy;sto-y
2853;trillakefuyngün;trilla-ke-fu-y-ngün
2854;illküafuy;illkü-a-fu-y
2855;ramtukan;ramtu-ka-n
2856;kimlayay;kim-la-ya-y
2857;langümafiel;langüm-a-fi-el
2858;pofreleay;pofre-le-a-y
2859;kimnielimi;kim-nie-l-imi
2860;wedalkalepay;weda-l-ka-le-pa-y
2861;dunguafun;dungu-a-fu-n
2862;niño;niño
2863;amulekafuy;amu-le-ka-fu-y
2864;nawpun;naw-pu-n
2865;fütay;füta-y
2866;kimlafimi;kim-la-fi-mi
2867;conla;co-n-la
2868;pikota;pikota
2869;misa;misa
2870;munulkülelu;munu-l-küle-lu
2871;pifuymi;pi-fu-ymi
2872;inafulkületuy;inaful-küle-tu-y
2873;llowngeymi;llow-nge-ymi
2874;tuwlu;tuw-lu
2875;mapudungukeaymi;mapudungu-ke-a-ymi
2876;kimelkefueyñmew;kimel-ke-fu-e-yñ-mew
2877;relkülelu;rel-küle-lu
2878;füchache;fücha-che
2879;kewawingün;kewa-w-i-ngün
2880;nza;nz-a
2881;femkülnge;fem-kül-nge
2882;ñidolkülelu;ñidol-küle-lu
2883;ruparumey;rupa-rume-y
2884;rakiduamkefuiñ;rakiduam-ke-fu-iñ
2885;niefuyngu;nie-fu-y-ngu
2886;wirarwkey;wirar-w-ke-y
2887;mapudungukefun;mapudungu-ke-fu-n
2888;faley;fal-e-y
2889;rakiduamkülen;rakiduam-küle-n
2890;cancer;cancer
2891;nierkey;nie-rke-y
2892;nawpan;naw-pa-n
2893;ungumaymün;ungum-a-ymün
2894;küdawlmün;küdaw-l-mün
2895;adumuwün;adumu-w-ün
2896;kimwingkadungulay;kim-wingkadungu-la-y
2897;küllun;kül-lu-n
2898;yenieael;ye-nie-a-el
2899;dewmayngün;dewma-y-ngün
2900;truriñ;trur-iñ
2901;kimelalu;kimel-a-lu
2902;küpalkey;küpal-ke-y
2903;wengey;we-nge-y
2904;chemkefueyew;chem-ke-fu-e-y-ew
2905;pipiyu;pi-pi-yu
2906;chemkefuy;chem-ke-fu-y
2907;fill;fill
2908;ayiwkelaiñ;ayi-w-ke-la-iñ
2909;kantalekefuy;kanta-le-ke-fu-y
2910;poroto;poroto
2911;apoy;apo-y
2912;pañilwe;pañilwe
2913;flor;flor
2914;mañiuko;mañiuko
2915;eluwün;eluwün
2916;ngillatukeiñ;ngillatu-ke-iñ
2917;tukun;tuku-n
2918;ngülaley;ngüla-le-y
2919;contestalaenew;contesta-la-e-n-ew
2920;lupümfiy;lup-üm-fi-y
2921;fuertengey;fuerte-nge-y
2922;ta;ta
2923;tukuafuy;tuku-a-fu-y
2924;ange;ange
2925;chemi;chem-i
2926;feña;feña
2927;lipang;lipang
2928;ñamlay;ñam-la-y
2929;allküfilu;allkü-fi-lu
2930;perdey;perde-y
2931;yafutuwe;yafutu-we
2932;ngillayael;ngilla-ya-el
2933;pepufilu;pe-pu-fi-lu
2934;chumafulu;chum-a-fu-lu
2935;piaiñ;pi-a-iñ
2936;küpatunge;küpa-tu-nge
2937;em;em
2938;utruftukupayngün;utruf-tuku-pa-y-ngün
2939;nakümngekefuy;nakü-m-nge-ke-fu-y
2940;famkefueyñmew;fam-ke-fu-e-yñ-mew
2941;tremkületukey;trem-küle-tu-ke-y
2942;weñengepakalayay;weñe-nge-pa-ka-la-ya-y
2943;banco;banco
2944;karoti;karoti
2945;ngürüfniengey;ngürüf-nie-nge-y
2946;famnagi;fam-nag-i
2947;lawentu;lawen-tu
2948;tunteñma;tunte-ñma
2949;trurlay;trur-la-y
2950;yamfiy;yam-fi-y
2951;kutrankeeiñmew;kutran-ke-e-iñ-mew
2952;trawürumey;trawü-rume-y
2953;fonciku;fonciku
2954;lucho;lucho
2955;clara;clara
2956;kewatukey;kewa-tu-ke-y
2957;elkelay;el-ke-la-y
2958;nieayu;nie-a-yu
2959;kimlay;kim-la-y
2960;tukuley;tuku-le-y
2961;palolngey;palol-nge-y
2962;plata;plata
2963;tremümkiyawfimün;trem-üm-kiyaw-fi-mün
2964;kimpaymün;kim-pa-ymün
2965;mülen;müle-n
2966;leliniekefuy;leli-nie-ke-fu-y
2967;femngechi;femngechi
2968;apolu;apo-lu
2969;allküle;allkü-l-e
2970;arreglangeael;arregla-nge-a-el
2971;guarani;guarani
2972;kewayawkeymi;kewa-yaw-ke-ymi
2973;tiempo;ti-em-po
2974;chemkunungekefuy;chem-kunu-nge-ke-fu-y
2975;kaykay;kaykay
2976;hectarea;hectarea
2977;dullin;dulli-n
2978;bailangün;baila-ngün
2979;fülkülelu;fül-küle-lu
2980;adumnieiñ;adum-nie-iñ
2981;rupan;rupa-n
2982;ngülawe;ngüla-we
2983;pikefuy;pi-ke-fu-y
2984;amunge;amu-nge
2985;tukungelan;tuku-nge-la-n
2986;küpachi;küpa-chi
2987;kimelfengeymi;kimelfe-nge-ymi
2988;witralepun;witra-le-pu-n
2989;konpatun;kon-pa-tu-n
2990;visitayaw;visita-yaw-
2991;entungemekey;entu-nge-meke-y
2992;küpalafun;küpal-a-fu-n
2993;ilongepale;ilo-nge-pa-l-e
2994;poyengekey;poye-nge-ke-y
2995;nota;no-t-a
2996;machitungekefuy;machi-tu-nge-ke-fu-y
2997;kimniekelafun;kim-nie-ke-la-fu-n
2998;nentukan;nentu-ka-n
2999;kimkeiñ;kim-ke-iñ
3000;puwimi;puw-imi
3001;puramaiñ;pura-m-a-iñ
3002;metro;metro
3003;entukülelfiy;entu-küle-l-fi-y
3004;pekey;pe-ke-y
3005;konpulu;kon-pu-lu
3006;doctorngeael;doctor-nge-a-el
3007;trekaley;treka-le-y
3008;karüngey;karü-nge-y
3009;cuerpo;cuerpo
3010;chevrolet;chevrolet
3011;catolica;catolica
3012;chuchu;chuchu
3013;adentukelay;adentu-ke-la-y
3014;nentuniean;nentu-nie-a-n
3015;pelontungey;pelon-tu-nge-y
3016;ayukefingün;ayu-ke-fi-ngün
3017;yepun;ye-pu-n
3018;penieyñmew;pe-nie-yñ-mew
3019;traktor;traktor
3020;kümeafulu;küme-a-fu-lu
3021;duamlayngün;duam-la-y-ngün
3022;yenieiñ;ye-nie-iñ
3023;willi;willi
3024;gol;gol
3025;castellano;castellano
3026;amukafuy;amu-ka-fu-y
3027;mapuchedungukeiñ;mapuche-dungu-ke-iñ
3028;langümwi;langüm-w-i
3029;pitu;pitu
3030;anulekarkey;anu-le-ka-rke-y
3031;lamngen;lamngen
3032;wiño;wiño
3033;felisario;felisario
3034;duam;duam
3035;kimwlayafuiñ;kim-w-la-ya-fu-iñ
3036;ngen;nge-n
3037;chumkakunukefuy;chum-ka-kunu-ke-fu-y
3038;niekenofulu;nie-ke-no-fu-lu
3039;pütrün;pütrün
3040;permiso;permiso
3041;inayawkelafin;ina-yaw-ke-la-fi-n
3042;kawellu;ka-w-el-lu
3043;kümelkalay;küme-l-ka-la-y
3044;enseñangelay;enseña-nge-la-y
3045;ngillatufe;ngillatu-fe
3046;am;am
3047;pepi;pepi
3048;pichiken;pichi-ke-n
3049;medico;medico
3050;dungun;dungu-n
3051;pikefuiñ;pi-ke-fu-iñ
3052;yepatuy;ye-pa-tu-y
3053;küpaküdawtuleay;küpa-küdaw-tu-le-a-y
3054;fey;fey-
3055;pikelay;pi-ke-la-y
3056;niekulliñwe;nie-kulliñ-we
3057;ngillapayalu;ngilla-pa-ya-lu
3058;kelluy;kellu-y
3059;dungukelu;dungu-ke-lu
3060;chilenongen;chileno-nge-n
3061;küpaymi;küpa-ymi
3062;arenge;are-nge
3063;kulliy;kulli-y
3064;jardin;jardin
3065;kurewenke;kure-wen-ke
3066;pepaeyu;pe-pa-e-yu
3067;epe;epe
3068;mullpun;mullpun
3069;wirintukuafuy;wiri-n-tuku-a-fu-y
3070;dewmapuyngün;dewma-pu-y-ngün
3071;nentukelay;nentu-ke-la-y
3072;ngülampelu;ngülam-pe-lu
3073;kimün;kim-ün
3074;konpafemafuymi;kon-pa-fem-a-fu-ymi
3075;afirmakey;afirma-ke-y
3076;inafulñmaniefiiñ;inaful-ñma-nie-fi-iñ
3077;inakaramtun;ina-ka-ramtu-n
3078;petun;pe-tu-n
3079;eluniekenew;elu-nie-ke-n-ew
3080;müpüyawlu;müpü-yaw-lu
3081;dungulu;dungu-lu
3082;dewmafiy;dewma-fi-y
3083;arengey;are-nge-y
3084;kümelkalekefuy;küme-l-ka-le-ke-fu-y
3085;ngillayan;ngilla-ya-n
3086;kullingekeiñ;kulli-nge-ke-iñ
3087;kellumean;kellu-me-a-n
3088;rakiduamleiñ;rakiduam-le-iñ
3089;elngekefuy;el-nge-ke-fu-y
3090;pilekefuy;pi-le-ke-fu-y
3091;ngillale;ngilla-l-e
3092;llikan;llika-n
3093;chillkatuael;chillkatu-a-el
3094;cuchillon;cuchillon
3095;anumngealu;anu-m-nge-a-lu
3096;famnawtulu;fam-naw-tu-lu
3097;ülkantupelayan;ülkantu-pe-la-ya-n
3098;ñamperumey;ñam-pe-rume-y
3099;müpükey;müpü-ke-y
3100;kontueyew;kon-tu-e-y-ew
3101;ya;ya
3102;despues;despues
3103;katrukachukelu;katru-kachu-ke-lu
3104;amuafuiñ;amu-a-fu-iñ
3105;purrunkiyawfuymi;purru-n-kiyaw-fu-ymi
3106;mülekefuy;müle-ke-fu-y
3107;findesemana;findesemana
3108;pa;pa
3109;mapudungupelayayngün;mapudungu-pe-la-ya-y-ngün
3110;üytungen;üy-tu-nge-n
3111;niekelafuy;nie-ke-la-fu-y
3112;kümelkalen;küme-l-ka-le-n
3113;pun;pun
3114;nütramkamefiñ;nütramka-me-fi-ñ
3115;sexto;sexto
3116;iñ;iñ
3117;weñangkün;weñangkü-n
3118;loloafuy;lolo-a-fu-y
3119;wirarwkefuiñ;wirar-w-ke-fu-iñ
3120;yewekülnge;yewe-kül-nge
3121;mapunchengetuyngün;mapunche-nge-tu-y-ngün
3122;kewangen;kewa-nge-n
3123;regle;regle
3124;chillkatulayafun;chillkatu-la-ya-fu-n
3125;kewameken;kewa-meke-n
3126;küpatuan;küpa-tu-a-n
3127;chol;chol
3128;ñamkonmekey;ñam-kon-meke-y
3129;dakeluwün;dakelu-w-ün
3130;tachi;ta-chi
3131;purruafuy;purru-a-fu-y
3132;kimelen;kimel-e-n
3133;chumngechilen;chumngechi-le-n
3134;adentukey;adentu-ke-y
3135;kimniekan;kim-nie-ka-n
3136;nieafulmi;nie-a-fu-l-mi
3137;abuelita;abuelita
3138;küpakimlu;küpa-kim-lu
3139;amurumeli;amu-rume-l-i
3140;nielafuymi;nie-la-fu-ymi
3141;trekayawi;treka-yaw-i
